City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,ambodifotatra,-16.9833,49.85,28.03,74,75,2.06,MG,1713974674
364,nadvoitsy,63.8667,34.3167,1.34,86,55,2.75,RU,1713974674
365,keflavik,64.0049,-22.5624,10.95,71,100,4.12,IS,1713974211
366,port-gentil,-0.7193,8.7815,30.98,70,40,3.6,GA,1713974674
367,northam,51.0333,-4.2167,11.25,74,50,3.57,GB,1713974210
368,abra pampa,-22.7205,-65.697,18.12,37,58,4.95,AR,1713974674
369,lihue,21.9789,-159.3672,22.58,88,100,5.14,US,1713974184
370,thunder bay,48.4001,-89.3168,-0.05,43,20,2.57,CA,1713974405
371,litchfield park,33.4934,-112.3579,28.13,21,20,2.06,US,1713974675
372,mont-laurier,46.5501,-75.4993,-2.21,41,58,6.8,CA,1713974675
373,piacabucu,-10.4056,-36.4344,30.24,65,56,3.89,BR,1713974520
374,manta,-0.95,-80.7333,29.88,66,100,1.54,EC,1713974675
375,harstad,68.799,16.5293,4.66,79,34,6.71,NO,1713974675
376,onega,63.9061,38.1404,1.47,92,100,2.68,RU,1713974390
377,kaka,37.3482,59.6143,19.92,54,100,7.23,TM,1713974676
378,oneonta,42.4529,-75.0638,13.23,77,82,5.79,US,1713974676
379,naze,28.3667,129.4833,19.51,77,86,3.08,JP,1713974484
380,laojunmiao,39.8333,97.7333,12.17,21,9,2.17,CN,1713974193
381,luena,-11.7833,19.9167,23.43,64,100,1.72,AO,1713974202
382,xining,36.6167,101.7667,10.43,47,69,1.12,CN,1713974676
383,shahrud,36.4182,54.9763,11.04,69,98,5.05,IR,1713974535
384,sandnessjoen,66.0217,12.6316,5.29,70,75,2.57,NO,1713974677
385,hammerfest,70.6634,23.6821,5.25,70,40,3.6,NO,1713974523
386,al ghayzah,16.2079,52.176,30.07,62,41,5.3,YE,1713974677
387,brookings,44.3114,-96.7984,15.06,48,0,2.72,US,1713974402
388,buta,2.7858,24.73,29.26,64,100,0.85,CD,1713974677
389,auxerre,47.8,3.5667,8.68,67,76,6.51,FR,1713974677
390,pimentel,-6.8367,-79.9342,27.16,57,20,5.14,PE,1713974172
391,heihe,50.2441,127.4902,12.47,73,100,1.48,CN,1713974678
392,lalpur,22.2,69.9667,28.14,56,0,6.15,IN,1713974678
393,khash,28.2211,61.2158,16.4,65,59,6.23,IR,1713974678
394,tokoroa,-38.2333,175.8667,5.91,99,100,0.37,NZ,1713974678
395,rongelap,11.1635,166.8941,27.43,81,100,8.64,MH,1713974678
396,port lincoln,-34.7333,135.8667,13.41,73,62,3.34,AU,1713974222
397,port alfred,-33.5906,26.891,17.88,96,77,1.79,ZA,1713974181
398,island harbour,50.724,-1.2758,12.9,57,90,4.47,GB,1713974199
399,novoagansk,61.9449,76.6625,-5.9,94,100,2.17,RU,1713974679
400,itacoatiara,-3.1431,-58.4442,25.79,89,100,0.74,BR,1713974488
401,maracaibo,10.6317,-71.6406,32.08,57,66,2.7,VE,1713974267
402,atafu village,-8.5421,-172.5159,29.16,76,50,3.39,TK,1713974169
403,astrakhan,46.3497,48.0408,20.93,40,0,2.0,RU,1713974581
404,acapulco de juarez,16.8634,-99.8901,28.9,61,20,1.54,MX,1713974679
405,vallenar,-28.5708,-70.7581,24.77,37,42,2.2,CL,1713974404
406,hasaki,35.7333,140.8333,19.22,97,100,9.78,JP,1713974203
407,santo antonio,-6.3106,-35.4789,32.43,50,76,5.58,BR,1713974680
408,kununurra,-15.7667,128.7333,23.99,73,55,0.0,AU,1713974607
409,kodumudi,11.0775,77.8836,32.75,33,82,6.55,IN,1713974680
410,praia da vitoria,38.7333,-27.0667,19.14,63,20,6.26,PT,1713974163
411,mogocha,53.7333,119.7667,1.74,90,100,1.59,RU,1713974552
412,roi et,15.75,103.75,34.2,32,31,1.25,TH,1713974453
413,yekaterinoslavka,50.3734,129.1139,8.57,87,100,5.05,RU,1713974681
414,saratoga springs,43.0831,-73.7846,15.97,74,100,1.34,US,1713974681
415,beneditinos,-5.45,-42.3667,32.08,56,51,3.15,BR,1713974512
416,potosi,-19.5836,-65.7531,13.48,54,75,4.12,BO,1713974651
417,khandyga,62.6667,135.6,1.41,99,100,2.78,RU,1713974681
418,kruisfontein,-34.0033,24.7314,18.27,91,5,4.21,ZA,1713974187
419,kittila,67.6647,24.8936,3.08,75,100,0.51,FI,1713974682
420,pierre,44.3683,-100.351,13.49,51,8,2.24,US,1713974495
421,aykhal,66.0,111.5,-15.59,100,90,3.28,RU,1713974514
422,san lorenzo de esmeraldas,1.2883,-78.8369,29.21,72,85,2.36,EC,1713974665
423,kailua-kona,19.6406,-155.9956,22.98,90,100,2.06,US,1713974177
424,jumla,29.2747,82.1838,7.91,52,63,2.9,NP,1713974582
425,el tocuyo,9.7873,-69.7937,31.2,49,85,3.45,VE,1713974682
426,behompy,-23.2496,43.8557,22.49,87,0,2.14,MG,1713974683
427,tokar,18.4254,37.729,29.66,69,4,6.23,SD,1713974233
428,lazaro cardenas,17.9583,-102.2,30.2,31,0,1.91,MX,1713974683
429,wynyard,-41.0,145.7167,11.28,71,76,5.66,AU,1713974191
430,palembang,-2.9167,104.7458,27.05,100,20,1.03,ID,1713974437
431,laguna,38.421,-121.4238,15.86,69,100,4.12,US,1713974212
432,susuman,62.7833,148.1667,-1.68,85,100,1.79,RU,1713974683
433,mersing,2.4312,103.8405,26.95,94,20,2.57,MY,1713974684
434,ponta delgada,37.7333,-25.6667,18.44,63,75,7.72,PT,1713974190
435,carnarvon,-24.8667,113.6333,25.08,67,47,3.09,AU,1713974175
436,hsinchu,24.8036,120.9686,20.99,93,100,0.89,TW,1713974505
437,pallasovka,50.05,46.8833,16.55,47,83,3.03,RU,1713974684
438,gadzhiyevo,69.2551,33.3362,0.99,97,100,6.64,RU,1713974191
439,ouesso,1.6136,16.0517,23.47,94,100,2.04,CG,1713974684
440,acarau,-2.8856,-40.12,30.26,67,20,5.1,BR,1713974214
441,marsabit,2.3284,37.9899,23.04,67,89,3.62,KE,1713974685
442,ottawa,45.4112,-75.6981,4.29,65,75,8.23,CA,1713974302
443,soio,-6.1349,12.3689,28.57,76,87,2.14,AO,1713974216
444,margate,51.3813,1.3862,9.61,67,79,4.47,GB,1713974685
445,suez,29.9737,32.5263,30.66,19,77,3.19,EG,1713974685
446,san julian,21.0167,-102.1667,23.63,19,62,2.16,MX,1713974685
447,souran,35.2916,36.7488,28.97,20,12,4.88,SY,1713974685
448,togur,58.3631,82.8265,-1.59,71,100,5.81,RU,1713974686
449,kerimaki,61.9167,29.2833,3.97,60,0,3.6,FI,1713974686
450,south hedland,-20.4089,118.5983,25.96,44,100,2.57,AU,1713974686
451,itoman,26.1247,127.6694,20.22,88,100,2.57,JP,1713974686
452,yuncheng,35.0231,110.9928,19.15,46,100,1.92,CN,1713974686
453,bubaque,11.2833,-15.8333,26.14,65,71,7.2,GW,1713974239
454,tocopilla,-22.092,-70.1979,21.82,76,54,4.76,CL,1713974514
455,palapye,-22.546,27.1251,26.79,25,0,2.3,BW,1713974687
456,mount juliet,36.2001,-86.5186,22.56,51,20,3.09,US,1713974615
457,kristiansund,63.1115,7.732,6.03,75,75,2.57,NO,1713974194
458,hargeysa,9.56,44.065,26.12,55,92,0.5,SO,1713974570
459,puerto carreno,6.189,-67.4859,30.99,70,40,1.03,CO,1713974687
460,carutapera,-1.195,-46.02,29.91,68,89,2.24,BR,1713974552
461,al artawiyah,26.5053,45.3444,27.77,10,0,4.64,SA,1713974246
462,taco pozo,-25.6167,-63.2833,15.82,96,100,4.27,AR,1713974687
463,balsas,-7.5325,-46.0356,32.12,52,99,2.91,BR,1713974401
464,vila franca do campo,37.7167,-25.4333,18.27,99,2,4.75,PT,1713974200
465,masterton,-40.9597,175.6575,14.5,89,15,2.66,NZ,1713974688
466,north manchester,41.0006,-85.7686,6.8,77,21,5.85,US,1713974688
467,posto fiscal rolim de moura,-13.0833,-62.2667,35.58,43,13,0.43,BR,1713974688
468,kolonia town,6.964,158.206,26.0,94,100,1.54,FM,1713974202
469,zlate moravce,48.3855,18.4006,5.81,96,100,3.53,SK,1713974688
470,severo-yeniseyskiy,60.3725,93.0408,0.88,99,94,3.58,RU,1713974199
471,chahar burj,34.2448,62.1917,16.89,63,88,3.75,AF,1713974689
472,novaya igirma,57.1334,103.9112,-3.29,92,99,1.5,RU,1713974689
473,youssoufia,32.2463,-8.5294,27.61,17,23,9.88,MA,1713974689
474,reggane,26.7158,0.1714,36.34,8,5,1.3,DZ,1713974689
475,nantucket,41.2835,-70.0995,13.08,71,100,8.75,US,1713974572
476,mansa,29.9833,75.3833,29.79,18,0,3.13,IN,1713974689
477,tekeli,44.83,78.8239,10.29,53,73,1.62,KZ,1713974532
478,namibe,-15.1961,12.1522,24.67,80,84,5.2,AO,1713974217
479,bosobolo,4.1833,19.9,28.78,65,100,2.84,CD,1713974677
480,bargaal,11.2864,51.0773,29.42,71,19,1.92,SO,1713974690
481,kuressaare,58.2481,22.5039,7.23,53,0,3.6,EE,1713974218
482,peruibe,-24.32,-46.9983,31.56,46,21,2.85,BR,1713974603
483,ola,59.5833,151.2833,0.08,97,100,1.96,RU,1713974196
484,dunedin,-45.8742,170.5036,12.19,71,100,3.5,NZ,1713974189
485,nishon tumani,38.694,65.6751,24.14,38,0,4.12,UZ,1713974691
486,lyantonde,-0.4031,31.1572,18.74,96,100,2.38,UG,1713974691
487,nurabad,34.0734,47.9725,10.87,63,1,3.99,IR,1713974691
488,ambon,-3.6954,128.1814,27.15,95,40,2.06,ID,1713974248
489,lucea,18.451,-78.1736,30.48,58,4,8.84,JM,1713974691
490,sola,-13.8833,167.55,28.09,77,9,1.98,VU,1713974691
491,tofol,5.3248,163.0078,28.41,79,100,5.32,FM,1713974191
492,gibsons,49.3997,-123.5027,11.01,94,100,3.41,CA,1713974691
493,abbeville,50.1,1.8333,9.98,72,99,6.27,FR,1713974542
494,marine corps base hawaii - mcbh,21.4453,-157.7513,22.98,84,30,1.79,US,1713974219
495,webster,42.0501,-71.8801,11.71,74,100,2.7,US,1713974692
496,seminole,28.7086,-81.2081,27.05,54,0,0.62,US,1713974405
497,hauterive,46.0901,3.4459,7.42,83,99,4.4,FR,1713974692
498,montepuez,-13.1256,38.9997,23.02,82,100,1.67,MZ,1713974692
499,pionerskiy,54.9508,20.2275,6.91,86,100,5.05,RU,1713974203
500,balao,-2.9167,-79.8167,27.76,81,100,0.32,EC,1713974693
501,saint-joseph,-21.3667,55.6167,25.21,84,22,3.41,RE,1713974204
502,olyokminsk,60.3736,120.4264,-0.61,94,100,3.12,RU,1713974186
503,crane,31.3974,-102.3501,24.24,57,37,7.52,US,1713974693
504,that phanom,16.9364,104.7104,31.05,38,5,1.88,TH,1713974693
505,zeya,53.75,127.2667,6.38,95,100,0.85,RU,1713974235
506,lycksele,64.5954,18.6735,-0.07,86,20,2.06,SE,1713974693
507,mrakovo,52.7161,56.6244,14.19,78,100,1.91,RU,1713974693
508,zemio,5.0314,25.1361,27.52,68,100,3.33,CF,1713974694
509,sen monorom,12.45,107.2,24.34,70,43,2.45,KH,1713974694
510,olinda,-8.0089,-34.8553,30.85,70,40,4.63,BR,1713974508
511,tafuna,-14.3358,-170.72,28.57,75,54,4.66,AS,1713974694
512,tuburan,6.6439,122.2736,28.05,82,96,1.27,PH,1713974694
513,bozoum,6.3193,16.3799,31.36,45,82,2.26,CF,1713973926
514,bom jesus,-9.0744,-44.3586,34.64,37,40,2.39,BR,1713974695
515,whangarei,-35.7317,174.3239,10.45,93,100,0.67,NZ,1713974695
516,al khankah,30.2104,31.3681,40.45,5,0,2.57,EG,1713974695
517,kharan,28.5833,65.4167,28.61,29,60,1.73,PK,1713974425
518,kidal,18.4411,1.4078,41.12,8,0,8.23,ML,1713974197
519,abu ghurayb,33.3083,44.185,31.97,17,0,3.6,IQ,1713974695
520,saint-pierre,-21.3393,55.4781,25.82,83,40,4.12,RE,1713974239
521,warman,52.3168,-106.5679,10.95,37,40,5.14,CA,1713974695
522,boksitogorsk,59.474,33.8485,4.78,59,47,0.95,RU,1713974696
523,portland,45.5234,-122.6762,11.04,70,75,3.09,US,1713974154
524,balqash,46.8481,74.995,13.63,41,100,4.23,KZ,1713974696
525,isangel,-19.55,169.2667,26.31,88,85,2.66,VU,1713974696
526,kayangel,8.0823,134.7173,28.83,79,98,7.45,PW,1713974196
527,lejanias,3.5251,-74.0216,27.03,69,99,2.56,CO,1713974696
528,fortuna,40.5982,-124.1573,10.92,92,100,2.57,US,1713974217
529,lerwick,60.1545,-1.1494,4.0,60,57,8.43,GB,1713974697
530,kiato,38.0167,22.75,19.0,56,87,6.13,GR,1713974697
531,aleksandrovsk-sakhalinskiy,50.8975,142.1561,5.87,70,100,9.77,RU,1713974206
532,rikaze,29.25,88.8833,8.5,15,30,3.62,CN,1713974697
533,labrador city,52.9463,-66.9114,-6.01,62,100,6.17,CA,1713974407
534,colipapa,9.4726,122.5616,28.96,71,85,1.9,PH,1713974697
535,almunecar,36.7339,-3.6907,20.38,65,33,2.73,ES,1713974698
536,smithers,54.7804,-127.1743,1.18,100,75,0.0,CA,1713974698
537,niamey,13.5137,2.1098,46.16,8,20,3.09,NE,1713974698
538,egilsstadir,65.2653,-14.3948,7.95,61,0,3.6,IS,1713974235
539,sabang,5.8933,95.3214,29.89,72,74,2.94,ID,1713974698
540,chinhoyi,-17.3667,30.2,23.58,20,1,2.22,ZW,1713974698
541,bel ombre,-4.6167,55.4167,27.91,78,40,3.09,SC,1713974698
542,belpre,39.274,-81.5729,18.04,54,40,5.14,US,1713974699
543,port hueneme,34.1478,-119.1951,17.15,78,0,3.09,US,1713974646
544,inari,68.906,27.0288,5.11,99,100,1.94,FI,1713974699
545,nassau,40.7507,-73.5829,20.05,57,0,1.79,US,1713974487
546,mananjary,-21.2167,48.3333,24.55,87,10,2.41,MG,1713974699
547,baukau,51.5526,7.2042,8.36,90,92,4.99,DE,1713974699
548,broken hill,-31.95,141.4333,10.64,49,92,6.07,AU,1713974699
549,morant bay,17.8815,-76.4093,30.79,64,11,6.42,JM,1713974699
550,guardo,42.7897,-4.8482,13.42,38,100,3.08,ES,1713974700
551,alaghsas,17.0187,8.0168,43.94,7,1,2.57,NE,1713974700
552,la passe,45.5549,-0.8967,15.23,71,21,6.35,FR,1713974213
553,plettenberg bay,-34.0527,23.3716,16.55,93,22,1.84,ZA,1713974700
